protein,present_n_lines,present_n_plex,plexes_present,plexes_absent,absent_from_any_plex,pct_lines_missing,pass_presence50
BROX,31,5,1;2;3;4;5,,FALSE,0,TRUE
FOCAD,31,5,1;2;3;4;5,,FALSE,0,TRUE
GPR107,31,5,1;2;3;4;5,,FALSE,0,TRUE
TAF3,13,2,2;5,1;3;4,TRUE,58.1,FALSE
SNX30,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM208B,31,5,1;2;3;4;5,,FALSE,0,TRUE
RSBN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DAB2IP,25,4,1;2;3;5,4,TRUE,19.4,TRUE
LYPLAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ECPAS,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUT7,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANKRD22,19,3,1;2;4,3;5,TRUE,38.7,TRUE
DENND4C,31,5,1;2;3;4;5,,FALSE,0,TRUE
NAA35,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBNL2,12,2,3;5,1;2;4,TRUE,61.3,FALSE
CARMIL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZMYM4,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRAGB,6,1,2,1;3;4;5,TRUE,80.6,FALSE
RNF219,31,5,1;2;3;4;5,,FALSE,0,TRUE
BSPRY,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM160B1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZDHHC20,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPRYD7,31,5,1;2;3;4;5,,FALSE,0,TRUE
KRT79,25,4,1;2;3;5,4,TRUE,19.4,TRUE
FAM219B,19,3,1;3;5,2;4,TRUE,38.7,TRUE
MIC13,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF123,11,2,2;3,1;4;5,TRUE,64.5,FALSE
ANO1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
CD276,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRIQK,31,5,1;2;3;4;5,,FALSE,0,TRUE
RNF213,31,5,1;2;3;4;5,,FALSE,0,TRUE
AP1AR,31,5,1;2;3;4;5,,FALSE,0,TRUE
KANK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
WASHC2A,31,5,1;2;3;4;5,,FALSE,0,TRUE
LPCAT4,31,5,1;2;3;4;5,,FALSE,0,TRUE
STEAP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM91A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ICE2,13,2,1;4,2;3;5,TRUE,58.1,FALSE
LARP1B,31,5,1;2;3;4;5,,FALSE,0,TRUE
CEP135,26,4,1;2;4;5,3,TRUE,16.1,TRUE
TBC1D9B,31,5,1;2;3;4;5,,FALSE,0,TRUE
MAP1S,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP2R2D,13,2,1;4,2;3;5,TRUE,58.1,FALSE
ARL6IP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
KAZN,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATG16L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
STEAP4,24,4,2;3;4;5,1,TRUE,22.6,TRUE
HGSNAT,13,2,1;2,3;4;5,TRUE,58.1,FALSE
ARID2,31,5,1;2;3;4;5,,FALSE,0,TRUE
DIEXF,31,5,1;2;3;4;5,,FALSE,0,TRUE
GLT8D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SEL1L3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TNS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
HAUS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPTY2D1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBLAC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
LMBRD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZFYVE26,31,5,1;2;3;4;5,,FALSE,0,TRUE
MSL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRYBG3,19,3,2;4;5,1;3,TRUE,38.7,TRUE
INTS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGAP17,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDCA2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NAIF1,12,2,2;4,1;3;5,TRUE,61.3,FALSE
NCBP2-AS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CWF19L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
VIRMA,31,5,1;2;3;4;5,,FALSE,0,TRUE
SPECC1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
C12orf73,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANKRD40,31,5,1;2;3;4;5,,FALSE,0,TRUE
WWC2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
SCARA3,24,4,2;3;4;5,1,TRUE,22.6,TRUE
CYB5R2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
UHRF1BP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF787,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATL3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL7L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NXN,31,5,1;2;3;4;5,,FALSE,0,TRUE
TTC19,31,5,1;2;3;4;5,,FALSE,0,TRUE
IQSEC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC42BPG,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTF2IRD2B,0,0,,1;2;3;4;5,TRUE,100,FALSE
VASN,31,5,1;2;3;4;5,,FALSE,0,TRUE
CIAPIN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZFAND6,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMYD5,31,5,1;2;3;4;5,,FALSE,0,TRUE
PTRHD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
OTUD7B,31,5,1;2;3;4;5,,FALSE,0,TRUE
RALGAPA1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
THOC7,31,5,1;2;3;4;5,,FALSE,0,TRUE
SIGIRR,31,5,1;2;3;4;5,,FALSE,0,TRUE
NADSYN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ELP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
LAMTOR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHRS7B,31,5,1;2;3;4;5,,FALSE,0,TRUE
TWF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCAPH2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GRAMD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
DESI1,13,2,2;5,1;3;4,TRUE,58.1,FALSE
KIAA0930,6,1,2,1;3;4;5,TRUE,80.6,FALSE
JADE1,20,3,1;2;5,3;4,TRUE,35.5,TRUE
SNRNP48,12,2,1;3,2;4;5,TRUE,61.3,FALSE
MRM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP4R3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
ETFRF1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
TYW3,20,3,1;2;5,3;4,TRUE,35.5,TRUE
ZNF770,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB12,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLEKHA7,31,5,1;2;3;4;5,,FALSE,0,TRUE
ADNP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SDE2,31,5,1;2;3;4;5,,FALSE,0,TRUE
GRHL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACAD10,31,5,1;2;3;4;5,,FALSE,0,TRUE
KRT80,31,5,1;2;3;4;5,,FALSE,0,TRUE
NIPBL,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC25A25,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDE12,31,5,1;2;3;4;5,,FALSE,0,TRUE
LIN54,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF280D,31,5,1;2;3;4;5,,FALSE,0,TRUE
OGFOD2,13,2,1;2,3;4;5,TRUE,58.1,FALSE
NAA16,31,5,1;2;3;4;5,,FALSE,0,TRUE
ALKBH2,11,2,2;3,1;4;5,TRUE,64.5,FALSE
PHLDB3,13,2,1;4,2;3;5,TRUE,58.1,FALSE
LRRC8E,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRNIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
RHBDD2,24,4,1;2;3;4,5,TRUE,22.6,TRUE
SLC25A24,31,5,1;2;3;4;5,,FALSE,0,TRUE
REEP3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RETSAT,31,5,1;2;3;4;5,,FALSE,0,TRUE
RINT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM214,31,5,1;2;3;4;5,,FALSE,0,TRUE
TCTN3,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIBCH,31,5,1;2;3;4;5,,FALSE,0,TRUE
RWDD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NEPRO,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRPF40B,25,4,1;2;3;5,4,TRUE,19.4,TRUE
ARMC6,31,5,1;2;3;4;5,,FALSE,0,TRUE
ESRP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TTI2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ANKRD54,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC30A6,24,4,2;3;4;5,1,TRUE,22.6,TRUE
TAPT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
JMJD6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP1R18,31,5,1;2;3;4;5,,FALSE,0,TRUE
MZT2B,25,4,1;3;4;5,2,TRUE,19.4,TRUE
CAVIN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZCCHC8,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPUSD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
MIS18BP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHX57,31,5,1;2;3;4;5,,FALSE,0,TRUE
MRPL54,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERAP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
LPCAT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC73,31,5,1;2;3;4;5,,FALSE,0,TRUE
PMF1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM117B,13,2,2;5,1;3;4,TRUE,58.1,FALSE
MRPL14,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC27A4,31,5,1;2;3;4;5,,FALSE,0,TRUE
LLGL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CC2D1A,31,5,1;2;3;4;5,,FALSE,0,TRUE
TATDN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
LETMD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL2B,0,0,,1;2;3;4;5,TRUE,100,FALSE
DUS1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
C3orf33,31,5,1;2;3;4;5,,FALSE,0,TRUE
TAF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
C8orf82,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED27,31,5,1;2;3;4;5,,FALSE,0,TRUE
EDC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
CEP85,25,4,1;3;4;5,2,TRUE,19.4,TRUE
FAHD2B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRMT9,31,5,1;2;3;4;5,,FALSE,0,TRUE
PRPF8,31,5,1;2;3;4;5,,FALSE,0,TRUE
SCYL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TTC27,31,5,1;2;3;4;5,,FALSE,0,TRUE
MTFR2,7,1,5,1;2;3;4,TRUE,77.4,FALSE
SFXN4,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLBD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CASC4,31,5,1;2;3;4;5,,FALSE,0,TRUE
FDX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGAP11A,7,1,5,1;2;3;4,TRUE,77.4,FALSE
WDR73,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNNM4,31,5,1;2;3;4;5,,FALSE,0,TRUE
NFRKB,31,5,1;2;3;4;5,,FALSE,0,TRUE
MZT2A,11,2,3;4,1;2;5,TRUE,64.5,FALSE
FAHD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KLC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
RPL22L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ERICH5,25,4,1;2;3;5,4,TRUE,19.4,TRUE
ALKBH5,31,5,1;2;3;4;5,,FALSE,0,TRUE
PDXDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TLDC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
INTS5,31,5,1;2;3;4;5,,FALSE,0,TRUE
VWA1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RSBN1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC27A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
EMB,31,5,1;2;3;4;5,,FALSE,0,TRUE
PGM2L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CTR9,31,5,1;2;3;4;5,,FALSE,0,TRUE
AAGAB,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPIP5K1,7,1,5,1;2;3;4,TRUE,77.4,FALSE
TTC37,31,5,1;2;3;4;5,,FALSE,0,TRUE
C16orf87,31,5,1;2;3;4;5,,FALSE,0,TRUE
ULK3,17,3,2;3;4,1;5,TRUE,45.2,TRUE
KCTD18,31,5,1;2;3;4;5,,FALSE,0,TRUE
DARS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM65,31,5,1;2;3;4;5,,FALSE,0,TRUE
INO80C,25,4,1;3;4;5,2,TRUE,19.4,TRUE
TTC33,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCDC174,31,5,1;2;3;4;5,,FALSE,0,TRUE
FBXO38,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCEH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
FIGNL1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
TENT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRIM65,31,5,1;2;3;4;5,,FALSE,0,TRUE
RHBDF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ELMSAN1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRAT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR59,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZC3H14,31,5,1;2;3;4;5,,FALSE,0,TRUE
CNST,31,5,1;2;3;4;5,,FALSE,0,TRUE
CCDC137,31,5,1;2;3;4;5,,FALSE,0,TRUE
OGFOD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TXNDC11,31,5,1;2;3;4;5,,FALSE,0,TRUE
LARP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATAD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMED8,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC30A9,31,5,1;2;3;4;5,,FALSE,0,TRUE
CPLX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRAF7,31,5,1;2;3;4;5,,FALSE,0,TRUE
BLOC1S3,31,5,1;2;3;4;5,,FALSE,0,TRUE
BLOC1S2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RICTOR,31,5,1;2;3;4;5,,FALSE,0,TRUE
WDR74,31,5,1;2;3;4;5,,FALSE,0,TRUE
BRWD3,6,1,4,1;2;3;5,TRUE,80.6,FALSE
AGTRAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM111B,31,5,1;2;3;4;5,,FALSE,0,TRUE
SAMD1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SMARCD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
SARM1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
NHS,31,5,1;2;3;4;5,,FALSE,0,TRUE
SLC4A10,6,1,2,1;3;4;5,TRUE,80.6,FALSE
METAP1D,25,4,1;2;3;5,4,TRUE,19.4,TRUE
MTHFD1L,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANKRD11,31,5,1;2;3;4;5,,FALSE,0,TRUE
AFTPH,31,5,1;2;3;4;5,,FALSE,0,TRUE
FIP1L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRTC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CRTC1,19,3,2;4;5,1;3,TRUE,38.7,TRUE
SASS6,26,4,1;2;4;5,3,TRUE,16.1,TRUE
CSPG4,13,2,1;2,3;4;5,TRUE,58.1,FALSE
MOXD1,20,3,1;4;5,2;3,TRUE,35.5,TRUE
CYP20A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATRAID,31,5,1;2;3;4;5,,FALSE,0,TRUE
KDELC1,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMEM205,31,5,1;2;3;4;5,,FALSE,0,TRUE
UQCC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
IL27RA,5,1,3,1;2;4;5,TRUE,83.9,FALSE
LRSAM1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SHISA2,25,4,1;2;3;5,4,TRUE,19.4,TRUE
TMCO3,31,5,1;2;3;4;5,,FALSE,0,TRUE
UGT2A3,6,1,4,1;2;3;5,TRUE,80.6,FALSE
DHRS11,24,4,1;2;3;4,5,TRUE,22.6,TRUE
LCLAT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
PET117,31,5,1;2;3;4;5,,FALSE,0,TRUE
C6orf89,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABRAXAS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CWC27,31,5,1;2;3;4;5,,FALSE,0,TRUE
DHRS13,31,5,1;2;3;4;5,,FALSE,0,TRUE
METTL7B,31,5,1;2;3;4;5,,FALSE,0,TRUE
PLXDC2,19,3,1;3;5,2;4,TRUE,38.7,TRUE
SEZ6L2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KIAA1324,13,2,4;5,1;2;3,TRUE,58.1,FALSE
CRELD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NPNT,18,3,3;4;5,1;2,TRUE,41.9,TRUE
LRRN1,11,2,3;4,1;2;5,TRUE,64.5,FALSE
LRIG3,19,3,1;2;4,3;5,TRUE,38.7,TRUE
WDR82,31,5,1;2;3;4;5,,FALSE,0,TRUE
APOOL,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMC5,6,1,2,1;3;4;5,TRUE,80.6,FALSE
WASH2P,0,0,,1;2;3;4;5,TRUE,100,FALSE
ATF7IP,31,5,1;2;3;4;5,,FALSE,0,TRUE
RANBP10,31,5,1;2;3;4;5,,FALSE,0,TRUE
PACS1,31,5,1;2;3;4;5,,FALSE,0,TRUE
BCOR,31,5,1;2;3;4;5,,FALSE,0,TRUE
MPRIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB11FIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBMS3,31,5,1;2;3;4;5,,FALSE,0,TRUE
NAPRT,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNMBP,31,5,1;2;3;4;5,,FALSE,0,TRUE
HACD2,31,5,1;2;3;4;5,,FALSE,0,TRUE
B3GLCT,31,5,1;2;3;4;5,,FALSE,0,TRUE
DNAJC14,11,2,2;3,1;4;5,TRUE,64.5,FALSE
GIGYF2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CD109,31,5,1;2;3;4;5,,FALSE,0,TRUE
THADA,13,2,1;4,2;3;5,TRUE,58.1,FALSE
HSDL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KYAT3,31,5,1;2;3;4;5,,FALSE,0,TRUE
CERS6,31,5,1;2;3;4;5,,FALSE,0,TRUE
PPP1R21,31,5,1;2;3;4;5,,FALSE,0,TRUE
CYHR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
THSD4,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF813,0,0,,1;2;3;4;5,TRUE,100,FALSE
LIN28B,20,3,1;2;5,3;4,TRUE,35.5,TRUE
AEBP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MACC1,24,4,1;2;3;4,5,TRUE,22.6,TRUE
DEF8,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ZNF574,31,5,1;2;3;4;5,,FALSE,0,TRUE
NFXL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBOAT1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ATG14,19,3,1;2;4,3;5,TRUE,38.7,TRUE
NBEAL2,25,4,1;2;3;5,4,TRUE,19.4,TRUE
WDR87,24,4,1;2;3;4,5,TRUE,22.6,TRUE
C15orf39,11,2,2;3,1;4;5,TRUE,64.5,FALSE
QSOX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
SRCAP,31,5,1;2;3;4;5,,FALSE,0,TRUE
FAM83H,31,5,1;2;3;4;5,,FALSE,0,TRUE
RBPMS2,19,3,1;3;5,2;4,TRUE,38.7,TRUE
RIPOR1,31,5,1;2;3;4;5,,FALSE,0,TRUE
NBEAL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
GK5,25,4,1;2;3;5,4,TRUE,19.4,TRUE
C1orf122,31,5,1;2;3;4;5,,FALSE,0,TRUE
MFSD6,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARHGEF18,31,5,1;2;3;4;5,,FALSE,0,TRUE
UBR3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMPPE,24,4,1;2;3;4,5,TRUE,22.6,TRUE
RFLNA,11,2,3;4,1;2;5,TRUE,64.5,FALSE
RASSF6,20,3,1;2;5,3;4,TRUE,35.5,TRUE
KIAA1211,25,4,1;3;4;5,2,TRUE,19.4,TRUE
UBN2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CEP128,12,2,2;4,1;3;5,TRUE,61.3,FALSE
PIK3AP1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
ARHGAP27,31,5,1;2;3;4;5,,FALSE,0,TRUE
NKAPD1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
CCDC9B,31,5,1;2;3;4;5,,FALSE,0,TRUE
DENND5B,7,1,1,2;3;4;5,TRUE,77.4,FALSE
LHFPL2,18,3,1;3;4,2;5,TRUE,41.9,TRUE
PNPLA7,5,1,3,1;2;4;5,TRUE,83.9,FALSE
GPRIN3,26,4,1;2;4;5,3,TRUE,16.1,TRUE
TOM1L2,31,5,1;2;3;4;5,,FALSE,0,TRUE
NCCRP1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
PAXIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ANKS3,19,3,2;4;5,1;3,TRUE,38.7,TRUE
STXBP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
MBOAT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMTC3,31,5,1;2;3;4;5,,FALSE,0,TRUE
GTF2H5,31,5,1;2;3;4;5,,FALSE,0,TRUE
VPS13C,31,5,1;2;3;4;5,,FALSE,0,TRUE
ACAD11,31,5,1;2;3;4;5,,FALSE,0,TRUE
USP34,24,4,1;2;3;4,5,TRUE,22.6,TRUE
USP30,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAPH1,31,5,1;2;3;4;5,,FALSE,0,TRUE
USP54,31,5,1;2;3;4;5,,FALSE,0,TRUE
MOB2,26,4,1;2;4;5,3,TRUE,16.1,TRUE
UNC13D,31,5,1;2;3;4;5,,FALSE,0,TRUE
IKBIP,31,5,1;2;3;4;5,,FALSE,0,TRUE
PREX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
FRA10AC1,13,2,1;2,3;4;5,TRUE,58.1,FALSE
UBE2R2,31,5,1;2;3;4;5,,FALSE,0,TRUE
KCTD1,18,3,1;2;3,4;5,TRUE,41.9,TRUE
HIST2H3A,31,5,1;2;3;4;5,,FALSE,0,TRUE
CENPU,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED13L,25,4,1;3;4;5,2,TRUE,19.4,TRUE
LARP4,31,5,1;2;3;4;5,,FALSE,0,TRUE
TMUB2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MED25,31,5,1;2;3;4;5,,FALSE,0,TRUE
TUBA1A,0,0,,1;2;3;4;5,TRUE,100,FALSE
H2AFV,0,0,,1;2;3;4;5,TRUE,100,FALSE
RPS27L,31,5,1;2;3;4;5,,FALSE,0,TRUE
CBLL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
INTS8,31,5,1;2;3;4;5,,FALSE,0,TRUE
NOL8,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF534,0,0,,1;2;3;4;5,TRUE,100,FALSE
ASXL2,31,5,1;2;3;4;5,,FALSE,0,TRUE
BTN2A1,31,5,1;2;3;4;5,,FALSE,0,TRUE
SUPT6H,31,5,1;2;3;4;5,,FALSE,0,TRUE
SND1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MARK2,31,5,1;2;3;4;5,,FALSE,0,TRUE
COX15,31,5,1;2;3;4;5,,FALSE,0,TRUE
DDX46,31,5,1;2;3;4;5,,FALSE,0,TRUE
RUFY3,31,5,1;2;3;4;5,,FALSE,0,TRUE
TRMT10C,31,5,1;2;3;4;5,,FALSE,0,TRUE
BZW1,31,5,1;2;3;4;5,,FALSE,0,TRUE
CYB5R4,25,4,1;2;3;5,4,TRUE,19.4,TRUE
MON1B,18,3,1;3;4,2;5,TRUE,41.9,TRUE
LRRC8D,31,5,1;2;3;4;5,,FALSE,0,TRUE
ABHD13,31,5,1;2;3;4;5,,FALSE,0,TRUE
ASRGL1,31,5,1;2;3;4;5,,FALSE,0,TRUE
KCTD9,25,4,1;3;4;5,2,TRUE,19.4,TRUE
DHX30,31,5,1;2;3;4;5,,FALSE,0,TRUE
EIF3M,31,5,1;2;3;4;5,,FALSE,0,TRUE
MEPCE,31,5,1;2;3;4;5,,FALSE,0,TRUE
CENPQ,31,5,1;2;3;4;5,,FALSE,0,TRUE
ARMCX2,31,5,1;2;3;4;5,,FALSE,0,TRUE
CDC37L1,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF771,31,5,1;2;3;4;5,,FALSE,0,TRUE
PARS2,31,5,1;2;3;4;5,,FALSE,0,TRUE
MIGA2,7,1,1,2;3;4;5,TRUE,77.4,FALSE
RSRC2,31,5,1;2;3;4;5,,FALSE,0,TRUE
RRAGA,6,1,2,1;3;4;5,TRUE,80.6,FALSE
CYFIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
MCM10,31,5,1;2;3;4;5,,FALSE,0,TRUE
NDUFAF7,31,5,1;2;3;4;5,,FALSE,0,TRUE
GET4,31,5,1;2;3;4;5,,FALSE,0,TRUE
GDPD3,31,5,1;2;3;4;5,,FALSE,0,TRUE
COPS6,31,5,1;2;3;4;5,,FALSE,0,TRUE
LPCAT2,31,5,1;2;3;4;5,,FALSE,0,TRUE
ENOSF1,26,4,1;2;4;5,3,TRUE,16.1,TRUE
MAEA,31,5,1;2;3;4;5,,FALSE,0,TRUE
EPM2AIP1,31,5,1;2;3;4;5,,FALSE,0,TRUE
HIST3H2A,0,0,,1;2;3;4;5,TRUE,100,FALSE
DHX32,17,3,2;3;4,1;5,TRUE,45.2,TRUE
TAOK1,31,5,1;2;3;4;5,,FALSE,0,TRUE
RAB11FIP2,31,5,1;2;3;4;5,,FALSE,0,TRUE
FASTKD5,31,5,1;2;3;4;5,,FALSE,0,TRUE
ZNF627,7,1,1,2;3;4;5,TRUE,77.4,FALSE
EEPD1,18,3,3;4;5,1;2,TRUE,41.9,TRUE
